#  ra             dec           radius                  
  340.169923     1.053748      0.011111111111111112    
  340.177383     1.05299       0.011111111111111112    
  340.180819     1.128495      0.011111111111111112    
  340.191619     0.458809      0.011111111111111112    
  340.192608     0.04129       0.016666666666666666    
  340.196775     0.9437        0.011111111111111112    
  340.197314     0.512819      0.011111111111111112    
  340.209287     0.312268      0.011111111111111112    
  340.21202      0.0816        0.011111111111111112    
  340.226574     0.1751        0.011111111111111112    
  340.229794     0.077052      0.011111111111111112    
  340.233037     1.059152      0.011111111111111112    
  340.233356     0.329313      0.011111111111111112    
  340.23399      0.330277      0.011111111111111112    
