#AOR	epoch	channel	RAtopL	DECtopL	RAbotL	DECbotL	RAbotR	DEbotR	RAtopR	DECtopR
56	1	2	8.45453861181	1.07319727617	9.26770688607	-0.960754751979	8.681073955	-1.19087769201	7.86912625328	0.838185790594
56	2	1	8.35645259475	1.19323885001	9.17031243395	-0.841120880827	8.58342716929	-1.0714615331	7.77002287509	0.958060770739
56	2	2	8.40131906812	1.08862206765	9.21430391497	-0.94416060151	8.62785572575	-1.17520731836	7.81565905116	0.85377009088
57	1	1	9.02634814159	1.19312136103	9.8401966853	-0.841242157627	9.25332743178	-1.07162422077	8.44018400604	0.958179420414
57	1	2	9.07121245886	1.08866353949	9.88427011207	-0.944266727221	9.29776406358	-1.17562226093	8.48583941942	0.853995239527
57	2	1	9.07914101468	1.17641118251	9.89206559634	-0.858318484377	9.3046657064	-1.08827077368	8.49282162416	0.941868491921
57	2	2	9.12382465055	1.07184906056	9.93608666538	-0.961395235821	9.3492025637	-1.19225095275	8.53832111642	0.837061874553
58	1	1	9.70124791831	1.19375251275	10.5067920935	-0.843910612491	9.91878048546	-1.0718262633	9.11414019122	0.961179066426
58	1	2	9.74571643175	1.08902699287	10.5505308378	-0.94717423028	9.96284301887	-1.17596951758	9.15921021125	0.856758738621
58	2	1	9.75454077916	1.17739798498	10.5581156101	-0.861226898543	9.96977921148	-1.0887697902	9.16710633281	0.945197899267
58	2	2	9.79876061636	1.07260984197	10.6015369662	-0.964571937314	10.0138010074	-1.1927920141	9.2121726883	0.840547542312
59	1	1	10.4271866492	1.17743747066	11.2260654399	-0.862490494963	10.6372700963	-1.08884409092	9.83931960331	0.946796032209
59	1	2	10.4712716454	1.07257035848	11.2693866786	-0.966269954286	10.6810496654	-1.1929377505	9.88407332775	0.842056778175
59	2	1	10.3752051341	1.19422410488	11.1740790691	-0.846062807541	10.5851695648	-1.0721142061	9.78755456745	0.963477152394
59	2	2	10.4193577935	1.08937850211	11.2174064903	-0.949486342607	10.6289273732	-1.17623923731	9.83232264073	0.858896681858
60	1	1	11.048495936	1.19463579009	11.8418061718	-0.84782842286	11.2524459219	-1.07223234236	10.4599115293	0.965353420032
60	1	2	11.0924413999	1.08965575068	11.8849589033	-0.951350001624	11.295895397	-1.17657910509	10.5044442061	0.860732885825
60	2	1	11.1012634567	1.17799198061	11.8931550407	-0.865015070051	11.3036711362	-1.08910314642	10.5125964623	0.949398695101
60	2	2	11.1449331694	1.07304464288	11.9361380992	-0.968487925099	11.3469228216	-1.19333211338	10.55709511	0.844624995835
61	1	1	11.7762429224	1.17854692356	12.5594552192	-0.867813566544	11.9691968188	-1.08937768607	11.1864658842	0.952355631725
61	1	2	11.8195157278	1.07329232024	12.6020283704	-0.971574688637	12.012069998	-1.19399012373	11.2304935271	0.847491737605
61	2	1	11.7251395857	1.19532728748	12.5071753181	-0.851833568413	11.9163673512	-1.07287724782	11.1353549738	0.969147379505
61	2	2	11.7682789103	1.09007177518	12.549575394	-0.955626743531	11.9591840094	-1.17735571845	11.179261161	0.864232389662
62	1	1	12.4501396206	1.17878617629	13.226914131	-0.869852052576	12.6355884689	-1.08951257582	11.8596503569	0.954457215987
62	1	2	12.4931700729	1.07330167167	13.2690655678	-0.973733638204	12.678179745	-1.19415131039	11.9032662334	0.849339213339
62	2	1	12.3984205091	1.19559904601	13.1746377658	-0.853425934434	12.583455346	-1.07298530935	11.8079124899	0.971310568685
62	2	2	12.4413053675	1.09005920563	13.2168394308	-0.957288235653	12.62594532	-1.1776752422	11.8515437895	0.866184029042
63	1	1	13.1192463522	1.17879318634	13.897118459	-0.869594018556	13.30644882	-1.08958623958	12.5291087337	0.954016745694
63	1	2	13.1622392454	1.07346168585	13.9395041259	-0.974487304262	13.3490662171	-1.19419577371	12.572876262	0.848999671035
63	2	1	13.0675793869	1.19524401073	13.8449652828	-0.8531473821	13.2540881433	-1.07305343765	12.4773657038	0.971136809993
63	2	2	13.1106769692	1.09000472554	13.8871567229	-0.956992225455	13.2970625618	-1.17761823535	12.5211304954	0.8660285403
64	1	1	13.7988469789	1.17980960572	14.5602009169	-0.874781379054	13.9675885461	-1.08997483053	13.2067246311	0.959826831682
64	1	2	13.8410635882	1.07403720291	14.6016583095	-0.978901783418	14.0093353081	-1.19494515182	13.2496982217	0.854443310832
64	2	1	13.7471417569	1.19633156446	14.5080109632	-0.858258818101	13.9153488998	-1.07330754097	13.1549068243	0.976647826156
64	2	2	13.7891806542	1.09070472101	14.5494559299	-0.963413272157	13.9571213318	-1.17843788332	13.1977690968	0.871229655442
65	1	1	27.203743314	1.20011548376	27.8665822995	-0.888331723646	27.2642367916	-1.07512506118	26.602181825	1.008503857
65	1	2	27.2407650939	1.09259087086	27.9030108476	-0.994494668333	27.3010292406	-1.18195902693	26.6398747855	0.901104037266
65	2	1	27.2567341141	1.18356959863	27.9177091988	-0.905476466833	27.3152008411	-1.09175106652	26.6548483286	0.992428117949
65	2	2	27.293788984	1.07594626803	27.9540238569	-1.01160977137	27.3517515325	-1.19871362813	26.6925092935	0.885138247383
66	1	1	27.8780604116	1.2002365547	28.5329340805	-0.890544150555	27.9301005507	-1.0751890897	27.2757362535	1.01103976198
66	1	2	27.9148448922	1.09259102836	28.5690733977	-0.997736476516	27.9665290714	-1.18225140234	27.3131500741	0.903632350973
66	2	1	27.9313823199	1.18362929608	28.5844303221	-0.907905876051	27.98105347	-1.09192139503	27.3285616075	0.994902980695
66	2	2	27.9678827598	1.07591852581	28.6203910112	-1.015282106	28.0172273079	-1.19891945826	27.3658793024	0.887409665025
67	1	1	28.55420537	1.2004602719	29.1983796164	-0.893816576214	28.594431572	-1.07536515106	27.9507916513	1.01419748366
67	1	2	28.5903375489	1.09249513309	29.2338552037	-1.00011235912	28.6303241407	-1.18253800662	27.9877132528	0.906514930327
67	2	1	28.6075430358	1.18389722195	29.2494331065	-0.911087514432	28.6452566603	-1.09188302167	28.0036270325	0.998133483101
67	2	2	28.6435011199	1.076025077	29.2848402679	-1.01758234069	28.6810158144	-1.19903871164	28.0404131677	0.8904410944
68	1	1	29.2275065828	1.20049872364	29.865851581	-0.895569552365	29.2613596112	-1.07529685042	28.6235314091	1.01605627171
68	1	2	29.2633867838	1.09247247647	29.9010492023	-1.00190961924	29.2969656571	-1.18249239411	28.6600446732	0.908285034139
68	2	1	29.2817517191	1.18395439906	29.9162159119	-0.913638430955	29.3110583856	-1.09171974563	28.6774586526	1.00056681555
68	2	2	29.3174391324	1.07581087546	29.9514046602	-1.02108215212	29.3464106934	-1.19919231241	28.7138824366	0.892914726407
69	1	1	29.9018440782	1.20058103513	30.532504893	-0.897809373825	29.927464104	-1.07509220421	29.2971440616	1.01853384042
69	1	2	29.9373285277	1.0924303377	30.5675985816	-1.00522899387	29.9625562307	-1.18257230301	29.3332025966	0.910841318986
69	2	1	29.9551871015	1.18407888185	30.5835347795	-0.915000549251	29.9782166595	-1.09194001604	29.3502126995	1.00237641833
69	2	2	29.990465225	1.07585656865	30.6183702522	-1.0225213004	30.0133638737	-1.19940664837	29.3860536835	0.894632413074
70	1	1	30.5871229734	1.20103739227	31.1910373103	-0.90537356625	30.5834645001	-1.0750257295	29.9800834208	1.02634110738
70	1	2	30.6211222086	1.09240259247	31.2246454893	-1.01347316105	30.6171536564	-1.18286292527	30.0148267933	0.918157816693
70	2	1	30.6405762386	1.18455264918	31.2418422509	-0.92262064698	30.6340985297	-1.09166695298	30.0333175583	1.01062434685
70	2	2	30.6745315585	1.07583879267	31.2754079501	-1.03060070326	30.6677758493	-1.19949918051	30.0679412303	0.902042552696
71	1	1	31.2608229003	1.20115730113	31.8581467438	-0.906790331278	31.2503158264	-1.0748869688	30.6532574601	1.02829067201
71	1	2	31.294534624	1.09258382194	31.8916565478	-1.01492193734	31.2837402659	-1.18278371807	30.6875573994	0.920141758999
71	2	1	31.3144862335	1.18431100137	31.9086125255	-0.924715331549	31.3003936606	-1.09141742575	30.7067798739	1.01256382466
71	2	2	31.3480487669	1.07566672174	31.9418095393	-1.03279046588	31.333714358	-1.19938549933	30.7410947165	0.904375122114
72	1	1	31.9420793495	1.2011210892	32.5188232247	-0.912724927578	31.9098120372	-1.07456149265	31.3329199547	1.03458786825
72	1	2	31.974849059	1.09216389036	32.5511251805	-1.02114471617	31.9420501597	-1.18281773197	31.3661382406	0.925935685751
72	2	1	31.9966588123	1.18457968088	32.5693040929	-0.930554769426	31.9594659366	-1.09123341019	31.3874413767	1.01889366049
72	2	2	32.0291261516	1.07550567087	32.601451172	-1.03904716786	31.9917276485	-1.19958518395	31.4204949009	0.910259815723
73	1	1	32.6225306712	1.20113602276	33.1812434088	-0.917715660698	32.5703635198	-1.07438008124	32.0121517878	1.03978033191
73	1	2	32.6543358895	1.09177342	33.2124685548	-1.0264025223	32.6016815259	-1.18283531847	32.0445199424	0.930945096414
73	2	1	32.6761065622	1.18440637444	33.2321370923	-0.934974596082	32.6210236457	-1.09074184078	32.0652144904	1.02370583516
73	2	2	32.707670625	1.07514054211	33.2633270968	-1.04369512045	32.6521916437	-1.19945203876	32.0975458246	0.914826754208
74	1	1	33.3089170504	1.20101945909	33.8381198734	-0.925557311533	33.2253958427	-1.07344455061	32.6962645411	1.04783189077
74	1	2	33.3391763724	1.09126505976	33.86795401	-1.03477281748	33.2553285254	-1.1824330655	32.7272536042	0.938632245665
74	2	1	33.3626667698	1.18415227474	33.8890013955	-0.942797423585	33.2759695286	-1.09012570866	32.749786668	1.03188746412
74	2	2	33.392681862	1.0745894165	33.9186041894	-1.05199219698	33.305667193	-1.19908591794	32.7804448461	0.922524176469
75	1	1	33.9873770124	1.20077686615	34.5019206503	-0.929395574127	33.8878842972	-1.07320498718	33.3734985399	1.05186664444
75	1	2	34.0168258047	1.09087963074	34.530723107	-1.03760401461	33.9170274085	-1.18221935265	33.4036083879	0.942100248423
75	2	1	34.040735428	1.18393895042	34.5524113655	-0.946584634124	33.9384061249	-1.08980435133	33.4269718253	1.03598298361
75	2	2	34.0700199103	1.07411825208	34.5812367891	-1.05501936127	33.9677273973	-1.19899175972	33.4569133099	0.926305572161
76	1	1	34.7038252066	1.18409044939	35.2282060768	-0.943350675958	34.6148714567	-1.09012740321	34.0907566901	1.03257795672
76	1	2	34.7338798403	1.07437291199	35.2575091412	-1.05155783463	34.6445318921	-1.19920031082	34.1214552439	0.923093042041
76	2	1	34.6529274679	1.20075659592	35.1752605218	-0.927177381596	34.561978002	-1.0734463351	34.0397817326	1.04955012176
76	2	2	34.6827563836	1.09086011403	35.2046326562	-1.03534551216	34.5915485985	-1.18253529376	34.0703739018	0.940069921439
77	1	1	35.3727120793	1.18421342474	35.8990236645	-0.942913932101	35.2859875169	-1.09022391497	34.7596262077	1.03208879132
77	1	2	35.4027573491	1.07453614501	35.9285761579	-1.05104293149	35.3157460656	-1.19929987108	34.7904792553	0.922642187331
77	2	1	35.3218630714	1.200996257	35.8463075534	-0.926601273687	35.2332066992	-1.0736238429	34.7085747753	1.04895815603
77	2	2	35.3518070196	1.09120798771	35.875619731	-1.03467952794	35.2627136652	-1.18260603857	34.7393239702	0.939442430092
